index,name,address,city,postalCode,phone,mobile,business_page,logo
845,Muhammad Faisal Restaurant,"Near Dnata Bldg, Port Saeed, Deira","Dubai, UAE ",None,+9704-2691900,+97055-4306993,https://www.yellowpages-uae.com/muhammad-faisal-restaurant-175253.html,
846,Mullapanthal Restaurant,"Hawthorn Suite Hotel, Tourist Club Area","Abu Dhabi, UAE ",None,+97055-8381867,+97055-1752299,https://www.yellowpages-uae.com/mullapanthal-restaurant-176437.html,
847,Multan Restaurant,"Damascus St, Al Qusais 3","Dubai, UAE ",None,+9704-2584033,+97None,https://www.yellowpages-uae.com/multan-restaurant-146561.html,
848,Multi Food LLC,None,"Dubai, UAE ",None,+9704-4472800,+97None,https://www.yellowpages-uae.com/multi-food-llc-175601.html,
849,Mumbai Masti Juice Center,"Opp Dubai Museum, Al Fahidi St, Bur Dubai","Dubai, UAE ",123481,+9704-3867655,+97052-9859545,https://www.yellowpages-uae.com/mumbai-masti-juice-center-175238.html,
850,Mumtaz Mahal,Arabian Courtyard Hotel & SPA,"Dubai, UAE ",None,+9704-3519111,+97None,https://www.yellowpages-uae.com/mumtaz-mahal-175642.html,
851,Musalla Restaurant,"Lahej Khalifa Building, Opposite Karama Centre, Al Karama","Dubai, UAE ",None,+9704-3968030,+9704-3964928,https://www.yellowpages-uae.com/musalla-restaurant-175284.html,
852,Mussafah Sanahiya Restaurant,"M 14, Mussafah","Abu Dhabi, UAE ",8605,+9702-5553390,+97None,https://www.yellowpages-uae.com/mussafah-sanahiya-restaurant-129038.html,
853,My Falafel,"Shop 4, Al Waha Mosque, Dubai Silicon Oasis","Dubai, UAE ",None,+9704-3383790,+97050-5758920,https://www.yellowpages-uae.com/my-falafel-175336.html,
854,My Tea Cafeteria,"Behind Green House, Najda Street","Abu Dhabi, UAE ",None,+9702-6219989,+97056-8663302,https://www.yellowpages-uae.com/my-tea-cafeteria-175514.html,
855,Mythos,JLT,"Dubai, UAE ",None,+9704-3998166,+97None,https://www.yellowpages-uae.com/mythos-175768.html,
856,NA3NA3,"Dubai Mall, Al Doha St, Down Town Dubai","Dubai, UAE ",None,+9704-4329520,+97None,https://www.yellowpages-uae.com/na3na3-67747.html,
857,Naadan Adukkala Restaurant,"Opp Aster, Khalid Bin Waleed Rd, Bur Dubai","Dubai, UAE ",None,+9704-3277753,+97052-5943294,https://www.yellowpages-uae.com/naadan-adukkala-restaurant-175314.html,
858,Nabaa Al Sham Pastry,"Opp Al Moski, King Faisal Street, Al Majaz","Sharjah, UAE ",None,+9706-5732626,+97050-8400411,https://www.yellowpages-uae.com/nabaa-al-sham-pastry-175595.html,
859,Nabras Refreshments,Khalidiya,"Abu Dhabi, UAE ",None,+9702-6668582,+97None,https://www.yellowpages-uae.com/nabras-refreshments-145701.html,
860,Nahaam,"Jumeirah Al Etihad Towers, Al khubeirah","Abu Dhabi, UAE ",None,+9702-8115555,+97None,https://www.yellowpages-uae.com/nahaam-175711.html,
861,Nalan Restaurant LLC,"Burjuman Centre, Khalid Bin Al Waleed Road, Bur Dubai","Dubai, UAE ",None,+9704-3541900,+97050-7941900,https://www.yellowpages-uae.com/nalan-restaurant-llc-178638.html,
862,Nalas Aappakadai Chettinad Restaurant LLC,None,"Abu Dhabi, UAE ",None,+9702-6721500,+97None,https://www.yellowpages-uae.com/nalas-aappakadai-chettinad-restaurant-llc-146541.html,
863,Nasar Restaurant,Old Airport Rd,"Abu Dhabi, UAE ",25634,+9702-6210482,+97None,https://www.yellowpages-uae.com/nasar-restaurant-141299.html,
864,Nasr Restaurant & Grill,TCA,"Abu Dhabi, UAE ",None,+9702-6444228,+97None,https://www.yellowpages-uae.com/nasr-restaurant-grill-145510.html,
865,National Restaurant,"Near Hilton Hotel, Khorfakkan Rd","Fujairah, UAE ",718,+9709-2222753,+97None,https://www.yellowpages-uae.com/national-restaurant-121119.html,
866,Nawab Restaurant,"Al Ain Centre (Computer Plaza), Bur Dubai","Dubai, UAE ",29877,+9704-3599884,+97None,https://www.yellowpages-uae.com/nawab-restaurant-130832.html,
867,Neelgiris Vegetarian Restaurant,"Ramla Mall Food Court, DIP","Jebel Ali, UAE ",30884,+9704-8847644,+97None,https://www.yellowpages-uae.com/neelgiris-vegetarian-restaurant-146563.html,
868,Nell Gwynns,Dubai Marina,"Dubai, UAE ",None,+9704-4488222,+97None,https://www.yellowpages-uae.com/nell-gwynns-175769.html,
869,Nellara Restaurant LLC,"Al Fattan Bldg, Opp Nihal, Al Qusais","Dubai, UAE ",None,+9704-2806444,+97None,https://www.yellowpages-uae.com/nellara-restaurant-llc-143857.html,
870,New Bawarchi Restaurant,"Bhnd Raffa Police Stn, Near Golden Fork, Bur Dubai","Dubai, UAE ",43263,+9704-3552833,+97052-6204803,https://www.yellowpages-uae.com/new-bawarchi-restaurant-175295.html,
871,New City Palace Restaurant,Al Falah Street,"Abu Dhabi, UAE ",31912,+9702-6262762,+97050-6620323,https://www.yellowpages-uae.com/new-city-palace-restaurant-145643.html,
872,New Damascus Sweets and Restaurant,"Beside Madina S/Market, Al Gurfa","Fujairah, UAE ",252,+9709-2222281,+97None,https://www.yellowpages-uae.com/new-damascus-sweets-and-restaurant-138104.html,
873,New Defood Restaurant,"Al Fajar Building, Near Al Hilal Bank, Al Garhoud","Dubai, UAE ",None,+9704-2502829,+97055-4053838,https://www.yellowpages-uae.com/new-defood-restaurant-175557.html,
874,New Generation Restaurant,"Near Deira Taxi Stand, Deira","Dubai, UAE ",56296,+9704-2242332,+97None,https://www.yellowpages-uae.com/new-generation-restaurant-134894.html,
875,New Luck Restaurant,Al Quoz,"Dubai, UAE ",11059,+9704-3472101,+97None,https://www.yellowpages-uae.com/new-luck-restaurant-144264.html,
876,New Madras Vegetarian Restaurant,Deira,"Dubai, UAE ",None,+9704-2233885,+97None,https://www.yellowpages-uae.com/new-madras-vegetarian-restaurant-106907.html,
877,New Midnight Cafe Restaurant,"Street 1, Discovery Gardens","Dubai, UAE ",34685,+97800-5423789,+97None,https://www.yellowpages-uae.com/new-midnight-cafe-restaurant-148002.html,
878,New Quetta Cafeteria and Restaurant,Main Rd,"Al Ain, UAE ",15283,+9703-7517716,+97None,https://www.yellowpages-uae.com/new-quetta-cafeteria-and-restaurant-131518.html,
879,New Royal Chef Restaurant,"Bhnd Sahara Centre, Al Nahda 1","Dubai, UAE ",None,+9704-2527991,+97052-6418757,https://www.yellowpages-uae.com/new-royal-chef-restaurant-175351.html,
880,New Sagar Restaurant LLC,Mussafah,"Abu Dhabi, UAE ",None,+9702-5531180,+97None,https://www.yellowpages-uae.com/new-sagar-restaurant-llc-147966.html,
881,New Times Restaurant,"Near Clock Tower, Deira","Dubai, UAE ",14516,+9704-2501888,+97None,https://www.yellowpages-uae.com/new-times-restaurant-152365.html,
882,New York Pizza,Al Qasba,"Sharjah, UAE ",None,+9706-5566262,+97None,https://www.yellowpages-uae.com/new-york-pizza-147579.html,
883,Nice Burger Restaurant,"Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda","Dubai, UAE ",None,+9704-2582007,+97055-3582326,https://www.yellowpages-uae.com/nice-burger-restaurant-175229.html,
884,Nihal Restaurant,Electra St,"Abu Dhabi, UAE ",72788,+9702-6318088,+97None,https://www.yellowpages-uae.com/nihal-restaurant-114926.html,
885,Nila Restaurant,"Near Safeer Mall, Industrial Area 7","Sharjah, UAE ",29033,+9706-5300230,+97None,https://www.yellowpages-uae.com/nila-restaurant-144081.html,
886,Ninar Coffee Shop and Restaurant,Khalifa St,"Abu Dhabi, UAE ",38569,+9702-6722267,+97None,https://www.yellowpages-uae.com/ninar-coffee-shop-and-restaurant-118411.html,
887,Nineteen,Emirates Hills,"Dubai, UAE ",36700,+9704-3905600,+97None,https://www.yellowpages-uae.com/nineteen-122101.html,
888,Noble Restaurant & Catering Srvcs LLC,None,"Abu Dhabi, UAE ",8879,+9702-5509292,+97None,https://www.yellowpages-uae.com/noble-restaurant-catering-srvcs-llc-148667.html,
889,Nolus Cafe,Al Bandar,"Abu Dhabi, UAE ",None,+9702-5579500,+97None,https://www.yellowpages-uae.com/nolus-cafe-175657.html,
890,Noodle House,Dubai Mall,"Dubai, UAE ",None,+9704-3884825,+97None,https://www.yellowpages-uae.com/noodle-house-175770.html,
891,Noor Al Madina Cafeteria,"Opp Aster, Al Muteena","Dubai, UAE ",None,+9704-2735318,+97056-2929570,https://www.yellowpages-uae.com/noor-al-madina-cafeteria-175243.html,
892,Noor Al Mandi Restaurant,"Burj Al Noor Tower, Amman St, Al Nahda 2","Dubai, UAE ",232852,+9704-2390700,+97None,https://www.yellowpages-uae.com/noor-al-mandi-restaurant-147104.html,
893,Noor Al Samaa Restaurant,Al Nahda,"Sharjah, UAE ",None,+9706-5265474,+97None,https://www.yellowpages-uae.com/noor-al-samaa-restaurant-147669.html,
894,Noorani Restaurant & Juice Corner & Cafe LLC,"Near Lamcy Plaza, Oud Metha","Dubai, UAE ",None,+9704-3707706,+97056-6673379,https://www.yellowpages-uae.com/noorani-restaurant-juice-corner-cafe-llc-175501.html,
895,Notra Food Srvcs,"4th I/Change, Umm Suquem Rd","Dubai, UAE ",184513,+9704-3419490,+97None,https://www.yellowpages-uae.com/notra-food-srvcs-124718.html,
896,Nova Restaurant,Corniche Road,"Abu Dhabi, UAE ",None,+97056-4140978,+97None,https://www.yellowpages-uae.com/nova-restaurant-168561.html,
897,Oasis - Hotel Holiday International,"Al Majaz, Buheira Corniche","Sharjah, UAE ",5802,+9706-5736666,+97None,https://www.yellowpages-uae.com/oasis-hotel-holiday-international-113801.html,
898,Oasis Courtyard,Bani Yas,"Abu Dhabi, UAE ",None,+9702-6596666,+97None,https://www.yellowpages-uae.com/oasis-courtyard-147212.html,
899,Ogaret Restaurant LLC,"Food Court 2, Jafza","Jebel Ali, UAE ",212428,+9704-8870055,+97None,https://www.yellowpages-uae.com/ogaret-restaurant-llc-145534.html,
900,Olives,Al Maqta,"Abu Dhabi, UAE ",None,+9702-4041941,+97None,https://www.yellowpages-uae.com/olives-175712.html,
901,Omar Al Khayyam Restaurant,"Next to Lulu Centre, Rolla","Sharjah, UAE ",4172,+9706-5654629,+97None,https://www.yellowpages-uae.com/omar-al-khayyam-restaurant-110615.html,
902,Omar Al Khayyam Restaurant and Cafeteria,Dibba Al Hassan,"Fujairah, UAE ",12103,+9709-2442343,+97None,https://www.yellowpages-uae.com/omar-al-khayyam-restaurant-and-cafeteria-121148.html,
903,Omar Khayyam Restaurant,"Opp RAK Bank, Saba St","Ras Al Khaimah, UAE ",1451,+9707-2332824,+97None,https://www.yellowpages-uae.com/omar-khayyam-restaurant-139806.html,
904,Onam Restaurant,"Near Arabian Travels, Rolla","Sharjah, UAE ",58,+9706-5615330,+97None,https://www.yellowpages-uae.com/onam-restaurant-129349.html,
905,Opasta,"Gold Crest Tower, JLT","Dubai, UAE ",None,+9704-3686332,+97None,https://www.yellowpages-uae.com/opasta-147694.html,
906,Open House Restaurant,Karama,"Dubai, UAE ",53677,+9704-3965481,+97None,https://www.yellowpages-uae.com/open-house-restaurant-120128.html,
907,Operation Falafel,None,"Dubai, UAE ",None,+97600530006,+97None,https://www.yellowpages-uae.com/operation-falafel-175546.html,
908,Options,None,"Dubai, UAE ",9668,+9704-3293293,+97None,https://www.yellowpages-uae.com/options-149601.html,
909,Oregano Restaurant,Garhoud,"Dubai, UAE ",52139,+9704-2883420,+97None,https://www.yellowpages-uae.com/oregano-restaurant-149674.html,
910,Organic Foods and Cafe,The Greens,"Dubai, UAE ",None,+9704-3382911,+97None,https://www.yellowpages-uae.com/organic-foods-and-cafe-175623.html,
911,Oriental Korner Restaurant,None,"Abu Dhabi, UAE ",29674,+9702-6716782,+97None,https://www.yellowpages-uae.com/oriental-korner-restaurant-175645.html,
912,Origins,"Yas Viceroy, Yas Islands","Abu Dhabi, UAE ",None,+9702-6560600,+97None,https://www.yellowpages-uae.com/origins-175713.html,
913,Ortegos Grill,"Mankhool Rd, Satwa","Dubai, UAE ",None,+9704-3425109,+97None,https://www.yellowpages-uae.com/ortegos-grill-175338.html,
914,Osool Cafeteria,Abu Shagara,"Sharjah, UAE ",None,+9706-5556770,+97055-2591357,https://www.yellowpages-uae.com/osool-cafeteria-175344.html,
915,Ossiano,"Crescent Rd, Palm Jumeirah","Dubai, UAE ",211188,+9704-4262626,+97None,https://www.yellowpages-uae.com/ossiano-122107.html,
916,Oushe Gourmet Bakeshop,Barsha,"Dubai, UAE ",None,+9704-3850011,+97None,https://www.yellowpages-uae.com/oushe-gourmet-bakeshop-148065.html,
917,Outback Steakhouse,"Dubai Festival Centre, DIFC","Dubai, UAE ",None,+9704-2328989,+97None,https://www.yellowpages-uae.com/outback-steakhouse-67428.html,
918,Ovens Bakery,"Amman St, Al Nhada","Dubai, UAE ",None,+9704-2206050,+97None,https://www.yellowpages-uae.com/ovens-bakery-68514.html,
919,Pachaylen,Al Markaziyah,"Abu Dhabi, UAE ",None,+9702-6561000,+97None,https://www.yellowpages-uae.com/pachaylen-175714.html,
920,Pak Al Safa Restaurant LLC,"Near Marco Polo Hotel, Al Muteena St, Deira","Dubai, UAE ",40577,+9704-2727323,+97056-2355825,https://www.yellowpages-uae.com/pak-al-safa-restaurant-llc-175219.html,
921,Pak Darbar Restaurant,Al Nahda,"Dubai, UAE ",None,+9704-2206050,+97None,https://www.yellowpages-uae.com/pak-darbar-restaurant-175211.html,
922,Pak Khyber Darbar Restaurant,"Al Muteena St, Deira","Dubai, UAE ",None,+9704-2529552,+97050-7446786,https://www.yellowpages-uae.com/pak-khyber-darbar-restaurant-175242.html,
923,Pak Rose Restaurant,"Near Allwin Trdg, Deira","Dubai, UAE ",None,+9704-2650800,+97None,https://www.yellowpages-uae.com/pak-rose-restaurant-103504.html,
924,Pak Sufi Restaurant,"Dmascus St, Al Qusais 1","Dubai, UAE ",None,+9704-2673600,+97None,https://www.yellowpages-uae.com/pak-sufi-restaurant-103510.html,
925,Pakistan Sweets and Bakers,"Near Al Ibrahimi Restaurant, Al Karama","Dubai, UAE ",None,+9704-3795040,+97None,https://www.yellowpages-uae.com/pakistan-sweets-and-bakers-175262.html,
926,Palermo,"Club House, Opposite Arabian Ranches","Dubai, UAE ",None,+9704-3618111,+97None,https://www.yellowpages-uae.com/palermo-67429.html,
927,Palm Grove Restaurant,"Opp Basma Resi, Abu Shagara","Sharjah, UAE ",None,+9706-5532408,+97None,https://www.yellowpages-uae.com/palm-grove-restaurant-130713.html,
928,Pancake House,Al Wahda,"Abu Dhabi, UAE ",33779,+9702-6156000,+97None,https://www.yellowpages-uae.com/pancake-house-176386.html,
929,Panoor Restaurant LLC,"Sh Colony, Qusais","Dubai, UAE ",None,+9704-2613157,+97None,https://www.yellowpages-uae.com/panoor-restaurant-llc-68517.html,
930,Panorama,"Emirates Grand Hotel, sh zayed road","Dubai, UAE ",None,+9704-3230000,+97None,https://www.yellowpages-uae.com/panorama-67756.html,
931,Pantry Cafe,Wasl Square,"Dubai, UAE ",None,+9704-3883869,+97None,https://www.yellowpages-uae.com/pantry-cafe-175772.html,
932,Papa John's,Dubai Marina,"Dubai, UAE ",27540,+9704-4309904,+97None,https://www.yellowpages-uae.com/papa-john-s-135750.html,
933,Papparoti,Abu Dhabi Mall,"Dubai, UAE ",None,+9704-3308377,+97None,https://www.yellowpages-uae.com/papparoti-67430.html,
934,Paragon Castle,"Nrar NMC Hospital, Amman Rd, Al Nahda 2","Dubai, UAE ",None,+9704-2390940,+97055-4393030,https://www.yellowpages-uae.com/paragon-castle-68505.html,
935,Parco Restaurant,DIP,"Jebel Ali, UAE ",None,+9704-8853955,+97None,https://www.yellowpages-uae.com/parco-restaurant-145535.html,
936,Paris Way Restaurant,"Near Hadiqat Al Madina, DIP","Jebel Ali, UAE ",None,+9704-8848884,+97None,https://www.yellowpages-uae.com/paris-way-restaurant-145644.html,
937,Park Bar & Grill,Saadiyat Island,"Abu Dhabi, UAE ",None,+9702-4071138,+97None,https://www.yellowpages-uae.com/park-bar-grill-175739.html,
938,Park Darbar Restaurant,"Near Lulu, Muteena Rd, Deira","Dubai, UAE ",None,+9704-2562888,+97054-3240286,https://www.yellowpages-uae.com/park-darbar-restaurant-175342.html,
939,Park View Restaurant,"Bhnd Zulekha Hospital, Al Nahda 2","Dubai, UAE ",None,+9704-2809985,+97None,https://www.yellowpages-uae.com/park-view-restaurant-147206.html,
940,Parkers Cafe,Al Mushrif,"Abu Dhabi, UAE ",None,+97050-6255563,+97None,https://www.yellowpages-uae.com/parkers-cafe-175658.html,
941,Pastry Hayakil Baalabak,Al Nahda,"Sharjah, UAE ",None,+9706-5543111,+97None,https://www.yellowpages-uae.com/pastry-hayakil-baalabak-147397.html,
942,Patan Restaurant,"Opp Veg Market, Near Enoc, Ras Al Khor","Dubai, UAE ",None,+9704-3206366,+97None,https://www.yellowpages-uae.com/patan-restaurant-175327.html,
943,Paul Cafe,Baniyas,"Abu Dhabi, UAE ",None,+9702-5828300,+97None,https://www.yellowpages-uae.com/paul-cafe-175659.html,
944,Pearl View Restaurant & Cafeteria LLC,"Al Zaroni Bldg, Bhnd Mall of Emirates, Al Barsha","Dubai, UAE ",None,+9704-3549004,+97None,https://www.yellowpages-uae.com/pearl-view-restaurant-cafeteria-llc-146031.html,
945,Peepees Restaurant,Jebel Ali,"Jebel Ali, UAE ",2316,+9704-8834838,+97None,https://www.yellowpages-uae.com/peepees-restaurant-148018.html,
946,Peppar - Paragon Group,"Bhnd Mall, ","Sharjah, UAE ",None,+9706-5734647,+97050-1659597,https://www.yellowpages-uae.com/peppar-paragon-group-68559.html,
947,Pepper Mill,"4th Floor, Block C, Tower Y","Abu Dhabi, UAE ",33779,+9702-6156000,+97None,https://www.yellowpages-uae.com/pepper-mill-176379.html,
948,Perfect Biriyani House Restaurant,"Behind Al Ain Tower, Hamdan Street","Abu Dhabi, UAE ",None,+9702-4489338,+97056-3796438,https://www.yellowpages-uae.com/perfect-biriyani-house-restaurant-175532.html,
949,Perfect View Restaurant,Al Buteen,"Abu Dhabi, UAE ",46628,+9702-6359896,+97None,https://www.yellowpages-uae.com/perfect-view-restaurant-142201.html,
950,Peshawari Restaurant,"Near Palm Hotel, Al Muteena St, Deira","Dubai, UAE ",None,+9704-2562013,+97054-4335400,https://www.yellowpages-uae.com/peshawari-restaurant-175251.html,
951,Petit Cafe,"Al Ghazal Mall, Satwa","Dubai, UAE ",31727,+9704-3458989,+97None,https://www.yellowpages-uae.com/petit-cafe-113631.html,
952,Picnic Restaurant,"Beside Al Diyafah Centre, Satwa R/A","Dubai, UAE ",12235,+9704-3444805,+97None,https://www.yellowpages-uae.com/picnic-restaurant-116388.html,
953,Pillars Cafe,"Phoenicia Hotel, Deira","Dubai, UAE ",None,+9704-2227191,+97None,https://www.yellowpages-uae.com/pillars-cafe-175773.html,
954,Ping Pong Restaurant LLC,None,"Dubai, UAE ",None,+9704-3236566,+97None,https://www.yellowpages-uae.com/ping-pong-restaurant-llc-102258.html,
955,Pizza Amore,Al Zahiyah,"Abu Dhabi, UAE ",None,+9702-6449990,+97None,https://www.yellowpages-uae.com/pizza-amore-175660.html,
956,Planet Cafe & Restaurant,Hamdan Str,"Abu Dhabi, UAE ",128354,+9702-6767962,+97None,https://www.yellowpages-uae.com/planet-cafe-restaurant-136286.html,
957,Ponderosa Steak House,"Hamad Centre, Electra St","Abu Dhabi, UAE ",42757,+9702-6393375,+97None,https://www.yellowpages-uae.com/ponderosa-steak-house-106897.html,
958,Ponnusamy Restaurant,Qusais,"Dubai, UAE ",4893,+9704-2619750,+97None,https://www.yellowpages-uae.com/ponnusamy-restaurant-110334.html,
959,"Pool - Jumeirah Beach Hotel, The",Jumeirah,"Dubai, UAE ",11416,+9704-4068760,+97None,https://www.yellowpages-uae.com/pool-jumeirah-beach-hotel-the-149382.html,
960,Pranavam Cafeteria,Satwa,"Dubai, UAE ",None,+9704-3312243,+97None,https://www.yellowpages-uae.com/pranavam-cafeteria-145702.html,
961,Pulp Juice Bars,"Bahar Bldg, JBR","Dubai, UAE ",22700,+9704-4364192,+97None,https://www.yellowpages-uae.com/pulp-juice-bars-146467.html,
962,Pumpy's Restaurant,"Next to Middle East Bank, Khalid Bin Walid Road, Bur Dubai","Dubai, UAE ",51745,+9704-3528484,+97None,https://www.yellowpages-uae.com/pumpy-s-restaurant-35883.html,
963,Punjab Grill,"Venetian Village, Al Maqta","Abu Dhabi, UAE ",None,+9702-4087201,+97None,https://www.yellowpages-uae.com/punjab-grill-175715.html,
964,Punjab Restaurant,"Al Ghowair Market, Rolla","Sharjah, UAE ",1338,+9706-5623835,+97None,https://www.yellowpages-uae.com/punjab-restaurant-132028.html,
965,Puranmal Restaurant,Bur Dubai,"Dubai, UAE ",45068,+9704-3937701,+97None,https://www.yellowpages-uae.com/puranmal-restaurant-145004.html,
966,Pushkin,"Jumeirah Beach Residence, Dubai Marina","Dubai, UAE ",None,+9704-4270268,+97None,https://www.yellowpages-uae.com/pushkin-67766.html,
967,Qasr Al Khaleej Restaurant,None,"Sharjah, UAE ",None,+9706-5508992,+97None,https://www.yellowpages-uae.com/qasr-al-khaleej-restaurant-147324.html,
968,Qiso Cafe,None,"Dubai, UAE ",None,+9704-3212127,+97None,https://www.yellowpages-uae.com/qiso-cafe-175334.html,
969,Quest Restaurants Management,Al Muroor,"Abu Dhabi, UAE ",51579,+9702-6418300,+97None,https://www.yellowpages-uae.com/quest-restaurants-management-163806.html,
970,Quick Bite Rest LLC,Damascus St,"Dubai, UAE ",84907,+9704-2637888,+97None,https://www.yellowpages-uae.com/quick-bite-rest-llc-130920.html,
